,time,open,high,low,close,volume
0,1641966900000,40.3885,40.699,40.2815,40.656,838987.891565
1,1641967200000,40.651,41.1995,40.621,41.085,3654203.14683
2,1641967500000,41.085,41.4455,41.0085,41.1155,1137671.07069
3,1641967800000,41.1155,41.352,40.972,41.285,450660.23998
4,1641968100000,41.285,41.299,41.051,41.118,1059611.984535
5,1641968400000,41.118,41.2845,41.0885,41.1545,426651.14999
6,1641968700000,41.1545,41.495,41.104,41.3295,883234.352875
7,1641969000000,41.3295,41.706,41.2945,41.671,5260157.044795
8,1641969300000,41.671,41.706,41.404,41.4835,840470.952315
9,1641969600000,41.4835,41.675,41.3385,41.3925,634586.860415
10,1641969900000,41.3925,41.399,41.1475,41.184,1470046.619445
11,1641970200000,41.184,41.4135,41.1395,41.321,1752533.795465
12,1641970500000,41.321,41.3635,41.139,41.2175,719693.38495
13,1641970800000,41.2175,41.231,41.0155,41.086,1253464.71925
14,1641971100000,41.086,41.1615,40.9925,40.9925,470789.472005
15,1641971400000,40.9935,41.0965,40.83,40.8475,987961.453785
16,1641971700000,40.8475,41.059,40.677,40.95,1445899.163075
17,1641972000000,40.95,41.189,40.854,41.1145,896687.375745
18,1641972300000,41.1145,41.416,41.029,41.319,839892.503665
19,1641972600000,41.319,41.3265,40.9875,40.9975,618400.69479
20,1641972900000,40.9975,41.174,40.9685,41.0525,371598.94948
21,1641973200000,41.053,41.1,40.978,41.055,229343.76771
22,1641973500000,41.0555,41.0685,40.819,40.819,277995.13978
23,1641973800000,40.819,40.951,40.7655,40.8915,754279.94312
24,1641974100000,40.8915,41.0955,40.8835,40.9565,155519.46605
25,1641974400000,40.9565,41.2225,40.9435,41.1835,386835.23143
26,1641974700000,41.1835,41.359,41.1235,41.3185,500935.40885
27,1641975000000,41.3185,41.3505,41.1145,41.1485,421263.245405
28,1641975300000,41.1485,41.2725,41.0115,41.0405,591703.32384
29,1641975600000,41.046,41.4055,41.0195,41.319,546708.220315
30,1641975900000,41.319,41.3435,41.124,41.143,479465.44145
31,1641976200000,41.143,41.1585,40.9685,40.992,501584.098365
32,1641976500000,40.992,41.068,40.8835,40.9995,398928.35847
33,1641976800000,40.9995,41.265,40.9215,41.037,357196.926365
34,1641977100000,41.0375,41.2595,41.037,41.2255,201988.32218
35,1641977400000,41.2255,41.281,41.0865,41.2315,162484.488325
36,1641977700000,41.232,41.2985,40.7485,40.816,1083205.49391
37,1641978000000,40.816,41.015,40.6455,40.9785,838759.33118
38,1641978300000,40.9785,41.06,40.5625,40.625,671227.68353
39,1641978600000,40.625,40.715,40.404,40.457,665734.45352
40,1641978900000,40.457,40.7335,40.4505,40.6905,239821.051445
41,1641979200000,40.6905,40.8295,40.648,40.729,370234.985775
42,1641979500000,40.7485,41.1,40.7065,41.0745,730128.524495
43,1641979800000,41.0745,41.1,40.7035,40.723,480591.480365
44,1641980100000,40.723,40.96,40.667,40.792,976232.683375
45,1641980400000,40.792,40.81,40.249,40.3795,1720579.43794
46,1641980700000,40.3795,40.454,40.12,40.4485,1618084.935825
47,1641981000000,40.4485,40.531,40.2665,40.424,475707.2627
48,1641981300000,40.424,40.435,40.2125,40.279,224308.556055
49,1641981600000,40.2785,40.3525,40.0,40.0815,827398.98058
50,1641981900000,40.0815,40.3235,40.0465,40.2245,688156.231955
51,1641982200000,40.2245,40.3105,40.117,40.2985,468299.82586
52,1641982500000,40.298,40.3155,40.1145,40.1795,324863.089915
53,1641982800000,40.1785,40.3425,40.15,40.3125,201246.757905
54,1641983100000,40.312,40.355,40.0915,40.1485,337354.575775
55,1641983400000,40.1485,40.208,39.8105,39.886,1167017.7799
56,1641983700000,39.886,40.061,39.8795,40.026,291489.19242
57,1641984000000,40.026,40.052,39.8725,39.9495,234795.569235
58,1641984300000,39.9495,40.017,39.7135,39.717,781359.5784
59,1641984600000,39.7,39.8375,39.6455,39.7825,885801.01093
60,1641984900000,39.7825,39.975,39.7575,39.7575,417866.318225
61,1641985200000,39.7575,40.002,39.757,39.9055,394725.81636
62,1641985500000,39.9055,40.104,39.8905,39.9855,265090.40291
63,1641985800000,39.9855,40.04,39.91,40.023,170994.814465
64,1641986100000,40.023,40.115,39.8865,39.912,290797.59038
65,1641986400000,39.912,40.0155,39.8495,40.012,231906.22301
66,1641986700000,40.012,40.0145,39.8555,39.9485,826572.44288
67,1641987000000,39.9485,40.0055,39.75,39.915,669410.99619
68,1641987300000,39.9155,40.1655,39.808,40.1095,558038.14472
69,1641987600000,40.1095,40.719,40.086,40.349,2444498.120755
70,1641987900000,40.349,40.6635,40.3225,40.4315,1459816.56567
71,1641988200000,40.4315,40.4695,40.1465,40.2275,1190866.217775
72,1641988500000,40.2275,40.2905,40.052,40.08,467651.17982
73,1641988800000,40.08,40.201,39.988,40.168,786212.426265
74,1641989100000,40.182,40.1935,39.8735,39.8835,593297.51178
75,1641989400000,39.8835,40.053,39.8835,39.9595,757359.585655
76,1641989700000,39.9595,40.135,39.953,40.013,840329.805885
77,1641990000000,40.013,40.2485,39.999,40.24,651826.5728
78,1641990300000,40.24,40.3635,40.114,40.2025,549865.71696
79,1641990600000,40.2025,40.5205,40.1925,40.43,597919.240815
80,1641990900000,40.43,40.5775,40.3575,40.3925,606605.148005
81,1641991200000,40.392,40.4155,40.145,40.201,517118.72484
82,1641991500000,40.201,40.302,39.9315,40.09,1176802.811065
83,1641991800000,40.09,40.1775,40.011,40.1455,602683.289835
84,1641992100000,40.1455,40.347,40.137,40.347,611964.27571
85,1641992400000,40.347,40.6165,40.248,40.583,1918332.93044
86,1641992700000,40.583,40.8055,40.444,40.5045,1574380.53523
87,1641993000000,40.5045,40.561,40.3115,40.3545,552058.029695
88,1641993300000,40.3585,40.3815,40.092,40.202,1154831.662555
89,1641993600000,40.2035,40.313,40.082,40.1805,1081270.55123
90,1641993900000,40.1805,40.4065,40.1605,40.2645,811994.8872
91,1641994200000,40.2645,40.777,40.1995,40.2465,4891644.65311
92,1641994500000,40.2465,40.6605,40.155,40.535,4008190.34817
93,1641994800000,40.535,41.0135,40.532,40.972,1806889.971685
94,1641995100000,40.972,41.3045,40.775,41.2765,2694998.2125
95,1641995400000,41.2765,41.604,41.044,41.502,2278303.72978
96,1641995700000,41.502,41.5575,41.2095,41.279,1341529.941765
97,1641996000000,41.2835,41.3565,40.864,40.892,2458253.30335
98,1641996300000,40.892,41.057,40.7905,41.041,3078927.57138
99,1641996600000,41.0365,41.1165,40.838,40.9435,511850.644715
100,1641996900000,40.9435,41.1295,40.897,41.0965,408731.626965
101,1641997200000,41.0965,41.1665,40.9505,41.0085,921488.550985
102,1641997500000,41.0085,41.093,40.812,40.8835,1191847.89563
103,1641997800000,40.8835,41.3585,40.8835,41.31,1941090.713635
104,1641998100000,41.3105,41.524,41.25,41.404,4783580.76008
105,1641998400000,41.4075,41.5,41.25,41.2855,1597948.709025
106,1641998700000,41.276,41.347,41.1515,41.299,1487538.064935
107,1641999000000,41.299,41.89,41.247,41.7025,3576735.88347
108,1641999300000,41.7025,41.9,41.6095,41.7935,1080936.64574
109,1641999600000,41.8135,41.878,41.5305,41.72,1009313.597105
110,1641999900000,41.72,42.325,41.621,42.1145,2196495.952435
111,1642000200000,42.1145,42.3745,42.0465,42.3235,1364183.625055
112,1642000500000,42.3235,42.328,42.031,42.11,873165.326495
113,1642000800000,42.11,42.2535,41.9,41.9665,753497.515735
114,1642001100000,41.9665,42.0765,41.789,41.924,420671.164515
115,1642001400000,41.924,41.9435,41.5385,41.671,1387841.1084
116,1642001700000,41.674,41.706,41.2385,41.253,1293069.903005
117,1642002000000,41.234,41.423,41.0945,41.328,1260103.72395
118,1642002300000,41.328,41.4855,41.066,41.1525,770313.342625
119,1642002600000,41.1525,41.2615,40.802,40.915,1484363.452975
120,1642002900000,40.915,41.0975,40.7515,40.976,750861.940495
121,1642003200000,40.976,41.198,40.976,41.0315,680513.521505
122,1642003500000,41.0315,41.1,40.7775,40.878,1098042.84165
123,1642003800000,40.878,40.9,40.648,40.7,2136327.042105
124,1642004100000,40.7,40.848,40.59,40.755,2083539.54691
125,1642004400000,40.755,40.979,40.7435,40.952,776467.17908
126,1642004700000,40.955,41.2185,40.9515,41.176,607424.45379
127,1642005000000,41.176,41.5725,41.14,41.452,915418.47176
128,1642005300000,41.452,41.5145,41.2725,41.4725,1910745.37016
129,1642005600000,41.4725,41.7585,41.4655,41.566,1680460.37222
130,1642005900000,41.566,41.5875,41.3245,41.3465,2008362.37619
131,1642006200000,41.3465,41.484,41.2105,41.434,1300451.61166
132,1642006500000,41.4335,41.506,41.214,41.318,1424383.92409
133,1642006800000,41.3,41.3375,41.0455,41.073,1660185.5494
134,1642007100000,41.073,41.1305,40.9395,41.0655,750375.922595
135,1642007400000,41.0655,41.2195,41.0215,41.113,390515.434425
136,1642007700000,41.113,41.443,41.04,41.3815,1406863.36953
137,1642008000000,41.3815,41.4895,41.334,41.3865,691909.935305
138,1642008300000,41.387,41.626,41.387,41.495,386964.53493
139,1642008600000,41.495,41.671,41.493,41.6035,281140.61096
140,1642008900000,41.6035,41.6965,41.32,41.32,762827.141855
141,1642009200000,41.3205,41.48,41.32,41.423,273582.74237
142,1642009500000,41.423,41.612,41.3805,41.413,732863.46518
143,1642009800000,41.413,41.5785,41.36,41.393,785271.743925
144,1642010100000,41.393,41.475,41.225,41.228,486097.778035
145,1642010400000,41.2415,41.3195,41.079,41.089,335588.88941
146,1642010700000,41.089,41.351,41.089,41.311,141430.522395
147,1642011000000,41.311,41.517,41.2695,41.4645,436973.06363
148,1642011300000,41.4645,41.465,41.2825,41.3915,176291.75547
149,1642011600000,41.3915,41.6795,41.3415,41.661,1259713.5694
150,1642011900000,41.6615,41.862,41.409,41.524,525102.41964
151,1642012200000,41.524,41.5805,41.3255,41.364,214169.58257
152,1642012500000,41.364,41.364,41.189,41.214,199626.96269
153,1642012800000,41.214,41.287,41.2075,41.2285,131279.230805
154,1642013100000,41.2285,41.4835,41.204,41.329,341017.80782
155,1642013400000,41.329,41.329,41.11,41.111,435000.831255
156,1642013700000,41.111,41.116,40.8705,40.938,540828.59156
157,1642014000000,40.938,41.0085,40.794,40.838,532668.570205
158,1642014300000,40.838,40.9005,40.592,40.6295,691791.43811
159,1642014600000,40.6295,40.8355,40.571,40.7945,446480.534375
160,1642014900000,40.789,40.871,40.629,40.6775,250562.35151
161,1642015200000,40.6775,40.8405,40.561,40.751,252273.013485
162,1642015500000,40.751,40.988,40.7505,40.964,310732.65395
163,1642015800000,40.964,40.976,40.783,40.8335,199458.36312
164,1642016100000,40.8335,41.129,40.8305,41.1275,782348.63641
165,1642016400000,41.1275,41.1555,40.927,41.1125,420026.62077
166,1642016700000,41.1125,41.3415,41.0695,41.318,628302.519455
167,1642017000000,41.318,41.4265,41.2775,41.3685,667981.89863
168,1642017300000,41.366,41.371,41.19,41.334,1052303.407385
169,1642017600000,41.3355,41.4715,41.1595,41.4525,918826.333855
170,1642017900000,41.4525,41.5525,41.2765,41.394,742555.52284
171,1642018200000,41.394,41.64,41.357,41.535,663017.97815
172,1642018500000,41.535,41.687,41.511,41.586,321793.189085
173,1642018800000,41.586,42.04,41.449,41.9965,2271524.57326
174,1642019100000,41.998,42.0085,41.7345,41.8345,550120.43519
175,1642019400000,41.8345,41.8345,41.578,41.6195,691472.635075
176,1642019700000,41.6195,41.908,41.6195,41.8745,371514.60773
177,1642020000000,41.8745,42.012,41.832,41.932,381170.70477
178,1642020300000,41.932,42.023,41.725,41.913,551806.30814
179,1642020600000,41.913,42.049,41.839,41.897,442422.843625
180,1642020900000,41.897,41.9345,41.7225,41.8,125024.05562
181,1642021200000,41.8025,42.0045,41.775,41.963,337204.20176
182,1642021500000,41.963,42.01,41.853,41.9025,254686.85471
183,1642021800000,41.9025,41.9895,41.863,41.8765,129945.87284
184,1642022100000,41.8765,41.9985,41.762,41.967,234192.846645
185,1642022400000,41.967,42.0595,41.776,41.9805,390425.79876
186,1642022700000,41.9805,42.074,41.887,42.015,682731.173675
187,1642023000000,42.015,42.034,41.9145,41.9695,667442.72716
188,1642023300000,41.9695,41.9695,41.5125,41.5985,527378.52771
189,1642023600000,41.5985,41.653,41.3685,41.4735,1367341.27675
190,1642023900000,41.468,41.7015,41.4295,41.6675,249121.470585
191,1642024200000,41.6675,41.6895,41.416,41.5595,148868.865115
192,1642024500000,41.5595,41.5755,41.1435,41.264,4012199.67478
193,1642024800000,41.2595,41.323,41.1105,41.1345,1540852.995165
194,1642025100000,41.1415,41.177,41.023,41.092,658010.4426
195,1642025400000,41.092,41.2305,41.0615,41.188,121744.77365
196,1642025700000,41.188,41.444,41.1585,41.437,419082.20081
197,1642026000000,41.438,41.4915,41.3445,41.4885,166988.629125
198,1642026300000,41.4885,41.499,41.2675,41.2675,135587.768085
199,1642026600000,41.2675,41.2725,41.11,41.225,396033.5862
200,1642026900000,41.225,41.2545,41.1275,41.167,201300.179155
201,1642027200000,41.167,41.173,40.6205,40.7195,1647991.603515
202,1642027500000,40.7195,40.7845,40.61,40.6215,1094073.8552
203,1642027800000,40.6215,40.682,40.272,40.436,1500768.00965
204,1642028100000,40.436,40.4875,40.3175,40.347,228839.42509
205,1642028400000,40.347,40.4915,40.3325,40.489,888421.1224
206,1642028700000,40.489,40.6435,40.337,40.3865,405747.62621
207,1642029000000,40.3865,40.5165,40.194,40.255,868956.492395
208,1642029300000,40.248,40.366,40.1,40.152,766746.82197
209,1642029600000,40.154,40.696,40.132,40.4035,1796618.022065
210,1642029900000,40.4035,40.438,40.247,40.292,598100.41396
211,1642030200000,40.292,40.482,40.2875,40.4245,384717.14315
212,1642030500000,40.4245,40.5175,40.236,40.2425,186423.246485
213,1642030800000,40.2425,40.324,40.2025,40.222,244318.297225
214,1642031100000,40.222,40.298,40.046,40.117,741851.818665
215,1642031400000,40.117,40.197,40.046,40.1465,814510.31436
216,1642031700000,40.1465,40.31,40.1395,40.2515,344397.424225
217,1642032000000,40.2515,40.364,40.1,40.2075,2024226.867385
218,1642032300000,40.2075,40.318,40.13,40.174,789951.732035
219,1642032600000,40.174,40.2745,40.1,40.2585,861414.15029
220,1642032900000,40.2585,40.546,40.2045,40.5245,532762.38942
221,1642033200000,40.5245,40.6985,40.4285,40.651,896543.370225
222,1642033500000,40.651,40.717,40.377,40.4275,354540.62916
223,1642033800000,40.4275,40.4645,40.1795,40.3485,958605.49646
224,1642034100000,40.3485,40.467,40.3015,40.3745,321626.645115
225,1642034400000,40.3745,40.405,40.178,40.203,342763.66412
226,1642034700000,40.203,40.324,40.1005,40.116,337842.447665
227,1642035000000,40.116,40.1525,39.9585,39.9785,635353.783215
228,1642035300000,39.9785,39.9875,39.2935,39.5175,4712739.865505
229,1642035600000,39.5175,39.6985,39.4865,39.566,1141814.18014
230,1642035900000,39.566,39.736,39.566,39.705,434825.28327
231,1642036200000,39.705,39.7805,39.618,39.64,257693.385705
232,1642036500000,39.64,39.669,39.416,39.4745,756078.47711
233,1642036800000,39.4745,39.4745,39.2875,39.346,641332.688885
234,1642037100000,39.346,39.4075,39.19,39.2095,1092189.660945
235,1642037400000,39.2095,39.381,39.1935,39.261,1136058.63776
236,1642037700000,39.261,39.325,39.0565,39.173,1086631.72699
237,1642038000000,39.1775,39.3435,39.1265,39.2335,505417.56491
238,1642038300000,39.2335,39.486,39.147,39.4755,469048.70475
239,1642038600000,39.4755,39.5,39.38,39.4325,244955.633895
240,1642038900000,39.4325,39.4475,39.344,39.4475,362446.406645
241,1642039200000,39.4475,39.6105,39.396,39.4905,370623.24202
242,1642039500000,39.4905,39.6685,39.449,39.6305,919002.78464
243,1642039800000,39.6305,39.8245,39.5875,39.756,510194.7784
244,1642040100000,39.756,39.835,39.683,39.7305,307470.233915
245,1642040400000,39.7305,39.7735,39.651,39.7275,219464.99574
246,1642040700000,39.7275,39.729,39.512,39.5755,803650.117195
247,1642041000000,39.5755,39.7495,39.5315,39.7495,222222.342185
248,1642041300000,39.7495,39.9,39.741,39.8695,668764.618325
249,1642041600000,39.865,40.1545,39.8245,40.0045,650956.154065
250,1642041900000,40.0045,40.0205,39.7375,39.805,643051.752685
251,1642042200000,39.805,39.8095,39.6385,39.6605,546582.212975
252,1642042500000,39.6605,39.8615,39.64,39.727,208434.149
253,1642042800000,39.7265,39.997,39.6435,39.797,1065661.263705
254,1642043400000,39.7125,39.7255,39.36,39.385,1223424.04215
255,1642043700000,39.385,39.637,39.309,39.5355,1298578.471175
256,1642044000000,39.5355,39.727,39.4315,39.665,422361.90617
257,1642044300000,39.665,39.7065,39.5575,39.621,1060109.72635
258,1642044600000,39.621,39.804,39.489,39.731,545440.280175
259,1642044900000,39.731,39.8475,39.675,39.7265,326026.237545
260,1642045200000,39.7265,39.8895,39.647,39.86,410215.07273
261,1642045500000,39.86,39.921,39.697,39.697,274105.610995
262,1642045800000,39.697,39.8535,39.6525,39.822,136545.859965
263,1642046100000,39.822,39.8505,39.7165,39.777,239090.99655
264,1642046400000,39.777,40.0085,39.709,39.997,703392.945335
265,1642046700000,39.997,40.0085,39.8585,39.9845,282860.329795
266,1642047000000,39.9845,40.009,39.884,39.9705,243058.386975
267,1642047300000,39.9705,40.207,39.97,40.0835,579050.73857
268,1642047600000,40.0835,40.095,39.979,40.031,116493.735535
269,1642047900000,40.031,40.186,40.0025,40.0335,282707.170195
270,1642048200000,40.0335,40.0465,39.8645,39.873,126226.09104
271,1642048500000,39.873,40.0365,39.848,40.0295,136702.245695
272,1642048800000,40.0295,40.0705,39.9385,39.9795,686480.97977
273,1642049100000,39.9795,40.0235,39.879,39.8935,139059.659355
274,1642049400000,39.8935,39.899,39.789,39.881,216918.89559
275,1642049700000,39.881,39.9345,39.7545,39.797,319121.929595
276,1642050000000,39.797,40.004,39.7765,39.9535,129576.42136
277,1642050300000,39.9535,39.9535,39.67,39.69,372070.8828
278,1642050600000,39.69,39.713,39.565,39.6555,402008.302835
279,1642050900000,39.6555,39.875,39.638,39.875,380537.388475
280,1642051200000,39.875,39.918,39.7505,39.8955,207462.75182
281,1642051500000,39.8955,40.062,39.879,40.0325,345236.658675
282,1642051800000,40.0325,40.0955,39.8505,39.8505,166493.81804
283,1642052100000,39.8505,40.0855,39.84,40.038,210797.704235
284,1642052400000,40.038,40.05,39.8865,39.932,54455.31187
285,1642052700000,39.9325,40.056,39.8515,40.0325,121729.814885
286,1642053000000,40.0325,40.1625,40.0005,40.0685,406008.22876
287,1642053300000,40.0685,40.143,40.0225,40.073,250881.069815
288,1642053600000,40.09,40.3265,40.056,40.2675,337496.485595
289,1642053900000,40.2675,40.3815,40.1215,40.171,234986.31018
290,1642054200000,40.171,40.311,40.138,40.2535,121629.55678
291,1642054500000,40.2535,40.344,40.1565,40.3245,227679.89237
292,1642054800000,40.321,40.337,40.152,40.1855,154936.74739
293,1642055100000,40.1855,40.297,40.1855,40.22,281196.248995
294,1642055400000,40.22,40.238,40.114,40.148,91072.610415
295,1642055700000,40.148,40.2375,40.1255,40.164,80985.629185
296,1642056000000,40.171,40.187,39.987,40.1,256551.30697
297,1642056300000,40.1,40.1575,39.872,39.9015,312076.410895
298,1642056600000,39.9015,40.07,39.8615,40.0225,249919.829235
299,1642056900000,40.0225,40.114,39.9685,40.0395,398185.21525
300,1642057200000,40.0305,40.04,39.9,39.949,223662.71362
301,1642057500000,39.949,40.106,39.877,40.096,379165.063545
302,1642057800000,40.096,40.1635,40.044,40.061,173940.836825
303,1642058100000,40.061,40.236,40.026,40.214,136416.063885
304,1642058400000,40.214,40.338,40.182,40.304,301214.80645
305,1642058700000,40.304,40.32,40.1285,40.222,144225.38238
306,1642059000000,40.222,40.2895,40.0775,40.1205,299246.25454
307,1642059300000,40.121,40.149,40.002,40.096,192499.06742
308,1642059600000,40.0965,40.171,40.0225,40.14,161760.12712
309,1642059900000,40.14,40.2105,40.062,40.165,160808.89628
310,1642060200000,40.165,40.1965,40.05,40.0825,46748.93006
311,1642060500000,40.0825,40.1015,39.975,40.0805,303245.8643
312,1642060800000,40.0805,40.22,39.996,40.114,539210.56353
313,1642061100000,40.114,40.348,40.1115,40.309,410953.28329
314,1642061400000,40.309,40.3525,40.262,40.331,306839.99338
315,1642061700000,40.331,40.3485,40.2115,40.3335,279997.860265
316,1642062000000,40.3335,40.482,40.3065,40.424,421137.57489
317,1642062300000,40.424,40.4955,40.313,40.4625,329206.85424
318,1642062600000,40.4625,40.5865,40.396,40.582,610931.799555
319,1642062900000,40.582,41.05,40.5185,40.907,3300121.543695
320,1642063200000,40.907,41.02,40.839,40.9275,768884.923605
321,1642063500000,40.9275,41.028,40.8805,40.94,550075.169825
322,1642063800000,40.94,41.1595,40.9095,40.927,1344029.48163
323,1642064100000,40.927,41.0155,40.757,41.014,561352.01184
324,1642064400000,41.014,41.053,40.742,40.7515,1523279.28568
325,1642064700000,40.7515,40.8355,40.711,40.752,352477.73609
326,1642065000000,40.752,40.76,40.6065,40.6935,706714.77262
327,1642065300000,40.6935,40.702,40.488,40.59,494164.98002
328,1642065600000,40.59,40.9815,40.5205,40.838,1710688.45349
329,1642065900000,40.8285,41.05,40.819,40.9155,315596.97872
330,1642066200000,40.9205,41.129,40.915,40.963,1226275.977875
331,1642066500000,40.963,40.9785,40.7885,40.7915,423288.14496
332,1642066800000,40.7915,40.9325,40.7655,40.7805,315029.049035
333,1642067100000,40.776,40.854,40.646,40.647,429085.796205
334,1642067400000,40.647,40.8355,40.5995,40.8165,448299.45652
335,1642067700000,40.8165,40.8905,40.781,40.8805,253256.277785
336,1642068000000,40.8805,41.0,40.79,40.958,584386.073095
337,1642068300000,40.958,41.0215,40.7555,40.803,560475.170575
338,1642068600000,40.803,40.9975,40.7365,40.945,169503.31382
339,1642068900000,40.945,41.1575,40.8495,41.0515,623845.19384
340,1642069200000,41.0515,41.0995,40.851,40.9375,378109.41139
341,1642069500000,40.9375,40.998,40.8545,40.925,296428.9386
342,1642069800000,40.9245,41.038,40.8635,40.9825,393428.807575
343,1642070100000,40.9825,41.1075,40.925,40.9415,154594.093225
344,1642070400000,40.9415,41.011,40.795,40.845,174065.484285
345,1642070700000,40.845,40.944,40.8125,40.8705,252688.162235
346,1642071000000,40.8705,40.895,40.716,40.8135,281121.860245
347,1642071300000,40.8135,40.825,40.6375,40.725,607889.694255
348,1642071600000,40.725,40.854,40.495,40.5,1171895.374295
349,1642071900000,40.5,40.569,40.269,40.357,1209697.286035
350,1642072200000,40.357,40.36,40.118,40.2155,991034.83016
351,1642072500000,40.2155,40.4605,40.003,40.4605,1231905.046725
352,1642072800000,40.4605,40.593,40.205,40.214,766998.094295
353,1642073100000,40.211,40.433,40.052,40.429,327952.156645
354,1642073400000,40.429,40.594,40.292,40.464,305193.213055
355,1642073700000,40.464,40.6815,40.3545,40.5105,231845.770775
356,1642074000000,40.5105,40.532,40.338,40.361,359716.202465
357,1642074300000,40.361,40.37,40.1015,40.191,288177.67793
358,1642074600000,40.191,40.3735,40.0965,40.263,322905.923235
359,1642074900000,40.263,40.3265,40.0815,40.0935,615246.786535
360,1642075200000,40.09,40.3565,40.0565,40.32,783002.18174
361,1642075500000,40.32,40.5875,40.299,40.4315,260260.92638
362,1642075800000,40.4315,40.5265,40.3685,40.4895,97138.998895
363,1642076100000,40.4895,40.509,40.2805,40.3195,728098.36696
364,1642076400000,40.3195,40.3975,40.1935,40.38,1313196.585575
365,1642076700000,40.38,40.451,40.2515,40.319,462617.625885
366,1642077000000,40.319,40.385,40.1,40.253,641467.15003
367,1642077300000,40.253,40.2795,40.1255,40.2365,321231.382925
368,1642077600000,40.2365,40.3215,40.1545,40.1905,187959.011315
369,1642077900000,40.1905,40.3215,40.1645,40.2105,138552.992265
370,1642078200000,40.2105,40.305,40.156,40.2855,275694.21619
371,1642078500000,40.2855,40.4155,40.2,40.354,277550.48405
372,1642078800000,40.354,40.3685,40.2,40.2665,198426.26197
373,1642079100000,40.2645,40.4775,40.26,40.2605,191023.831845
374,1642079400000,40.2605,40.3305,40.227,40.285,135587.12301
375,1642079700000,40.28,40.338,40.18,40.2105,562655.165295
376,1642080000000,40.2105,40.359,40.197,40.242,174554.78068
377,1642080300000,40.236,40.241,40.1585,40.1585,289988.519255
378,1642080600000,40.1585,40.5495,40.1305,40.3785,461724.724675
379,1642080900000,40.3785,40.527,40.3015,40.386,265121.5663
380,1642081200000,40.386,40.4255,40.287,40.303,229886.18627
381,1642081500000,40.303,40.59,40.303,40.557,974896.95097
382,1642081800000,40.557,40.6785,40.526,40.6225,572293.69922
383,1642082100000,40.6225,41.032,40.59,40.9755,3062307.73287
384,1642082400000,40.975,41.225,40.9175,40.9525,3471799.997595
